Date,Year,WW,Month,UV_Index,RegionId
6/7/2016,2016,24,6,8,0
6/7/2016,2016,24,6,6,0
6/7/2016,2016,24,6,5,0
6/7/2016,2016,24,6,2,0
6/7/2016,2016,24,6,1,0
6/7/2016,2016,24,6,0,0
6/7/2016,2016,24,6,0,0
6/6/2016,2016,24,6,2,0
6/6/2016,2016,24,6,3,0
6/6/2016,2016,24,6,6,0
6/6/2016,2016,24,6,8,0
6/6/2016,2016,24,6,7,0
6/6/2016,2016,24,6,6,0
6/6/2016,2016,24,6,4,0
6/6/2016,2016,24,6,2,0
6/6/2016,2016,24,6,1,0
6/6/2016,2016,24,6,0,0
6/6/2016,2016,24,6,0,0
6/5/2016,2016,24,6,2,0
6/5/2016,2016,24,6,3,0
6/5/2016,2016,24,6,4,0
6/5/2016,2016,24,6,5,0
6/5/2016,2016,24,6,5,0
6/5/2016,2016,24,6,2,0
6/5/2016,2016,24,6,2,0
6/5/2016,2016,24,6,1,0
6/5/2016,2016,24,6,0,0
6/5/2016,2016,24,6,0,0
6/5/2016,2016,24,6,0,0
6/18/2016,2016,25,6,1,0
6/18/2016,2016,25,6,2,0
6/18/2016,2016,25,6,3,0
6/18/2016,2016,25,6,4,0
6/18/2016,2016,25,6,2,0
6/18/2016,2016,25,6,2,0
6/18/2016,2016,25,6,2,0
6/18/2016,2016,25,6,1,0
6/18/2016,2016,25,6,0,0
6/18/2016,2016,25,6,0,0
6/18/2016,2016,25,6,0,0
6/17/2016,2016,25,6,1,0
6/17/2016,2016,25,6,1,0
6/17/2016,2016,25,6,2,0
6/17/2016,2016,25,6,2,0
6/17/2016,2016,25,6,1,0
6/17/2016,2016,25,6,4,0
6/17/2016,2016,25,6,3,0
6/17/2016,2016,25,6,1,0
6/17/2016,2016,25,6,1,0
6/17/2016,2016,25,6,0,0
6/17/2016,2016,25,6,0,0
6/16/2016,2016,25,6,1,0
6/16/2016,2016,25,6,1,0
6/16/2016,2016,25,6,2,0
6/16/2016,2016,25,6,6,0
6/16/2016,2016,25,6,8,0
6/16/2016,2016,25,6,6,0
6/16/2016,2016,25,6,5,0
6/16/2016,2016,25,6,1,0
6/16/2016,2016,25,6,1,0
6/16/2016,2016,25,6,0,0
6/16/2016,2016,25,6,0,0
6/15/2016,2016,25,6,2,0
6/15/2016,2016,25,6,3,0
6/15/2016,2016,25,6,5,0
6/15/2016,2016,25,6,6,0
6/15/2016,2016,25,6,4,0
6/15/2016,2016,25,6,1,0
6/15/2016,2016,25,6,1,0
6/15/2016,2016,25,6,2,0
6/15/2016,2016,25,6,0,0
6/15/2016,2016,25,6,0,0
6/15/2016,2016,25,6,0,0
6/14/2016,2016,25,6,1,0
6/14/2016,2016,25,6,4,0
6/14/2016,2016,25,6,7,0
6/14/2016,2016,25,6,7,0
6/14/2016,2016,25,6,7,0
6/14/2016,2016,25,6,6,0
6/14/2016,2016,25,6,5,0
6/14/2016,2016,25,6,2,0
6/14/2016,2016,25,6,1,0
6/14/2016,2016,25,6,0,0
6/14/2016,2016,25,6,0,0
6/13/2016,2016,25,6,1,0
6/13/2016,2016,25,6,4,0
6/13/2016,2016,25,6,6,0
6/13/2016,2016,25,6,8,0
6/13/2016,2016,25,6,8,0
6/13/2016,2016,25,6,6,0
6/13/2016,2016,25,6,4,0
6/13/2016,2016,25,6,2,0
6/13/2016,2016,25,6,1,0
6/13/2016,2016,25,6,0,0
6/13/2016,2016,25,6,0,0
6/12/2016,2016,25,6,2,0
6/12/2016,2016,25,6,4,0
6/12/2016,2016,25,6,6,0
6/12/2016,2016,25,6,7,0
6/12/2016,2016,25,6,8,0
6/12/2016,2016,25,6,7,0
6/12/2016,2016,25,6,5,0
6/12/2016,2016,25,6,2,0
6/12/2016,2016,25,6,1,0
6/12/2016,2016,25,6,0,0
6/12/2016,2016,25,6,0,0
6/25/2016,2016,26,6,5,0
6/25/2016,2016,26,6,5,0
6/25/2016,2016,26,6,6,0
6/25/2016,2016,26,6,6,0
6/25/2016,2016,26,6,6,0
6/25/2016,2016,26,6,3,0
6/25/2016,2016,26,6,2,0
6/25/2016,2016,26,6,1,0
6/25/2016,2016,26,6,0,0
6/25/2016,2016,26,6,0,0
6/24/2016,2016,26,6,1,0
6/24/2016,2016,26,6,3,0
6/24/2016,2016,26,6,4,0
6/24/2016,2016,26,6,2,0
6/24/2016,2016,26,6,3,0
6/24/2016,2016,26,6,4,0
6/24/2016,2016,26,6,2,0
6/24/2016,2016,26,6,1,0
6/24/2016,2016,26,6,0,0
6/24/2016,2016,26,6,0,0
6/24/2016,2016,26,6,0,0
6/23/2016,2016,26,6,2,0
6/23/2016,2016,26,6,4,0
6/23/2016,2016,26,6,6,0
6/23/2016,2016,26,6,7,0
6/23/2016,2016,26,6,5,0
6/23/2016,2016,26,6,4,0
6/23/2016,2016,26,6,3,0
6/23/2016,2016,26,6,2,0
6/23/2016,2016,26,6,0,0
6/23/2016,2016,26,6,0,0
6/23/2016,2016,26,6,0,0
6/22/2016,2016,26,6,0,0
6/22/2016,2016,26,6,0,0
6/22/2016,2016,26,6,0,0
6/22/2016,2016,26,6,0,0
6/22/2016,2016,26,6,1,0
6/22/2016,2016,26,6,3,0
6/22/2016,2016,26,6,3,0
6/22/2016,2016,26,6,2,0
6/22/2016,2016,26,6,0,0
6/22/2016,2016,26,6,0,0
6/22/2016,2016,26,6,0,0
6/21/2016,2016,26,6,0,0
6/21/2016,2016,26,6,0,0
6/21/2016,2016,26,6,1,0
6/21/2016,2016,26,6,3,0
6/21/2016,2016,26,6,3,0
6/21/2016,2016,26,6,3,0
6/21/2016,2016,26,6,3,0
6/21/2016,2016,26,6,1,0
6/21/2016,2016,26,6,0,0
6/21/2016,2016,26,6,0,0
6/21/2016,2016,26,6,0,0
6/20/2016,2016,26,6,2,0
6/20/2016,2016,26,6,3,0
6/20/2016,2016,26,6,5,0
6/20/2016,2016,26,6,6,0
6/20/2016,2016,26,6,7,0
6/20/2016,2016,26,6,5,0
6/20/2016,2016,26,6,4,0
6/20/2016,2016,26,6,2,0
6/20/2016,2016,26,6,1,0
6/20/2016,2016,26,6,0,0
6/20/2016,2016,26,6,0,0
6/19/2016,2016,26,6,1,0
6/19/2016,2016,26,6,3,0
6/19/2016,2016,26,6,2,0
6/19/2016,2016,26,6,2,0
6/19/2016,2016,26,6,3,0
6/19/2016,2016,26,6,4,0
6/19/2016,2016,26,6,3,0
6/19/2016,2016,26,6,1,0
6/19/2016,2016,26,6,0,0
6/19/2016,2016,26,6,0,0
6/19/2016,2016,26,6,0,0
7/2/2016,2016,27,7,2,0
7/2/2016,2016,27,7,3,0
7/2/2016,2016,27,7,4,0
7/2/2016,2016,27,7,4,0
7/2/2016,2016,27,7,3,0
7/2/2016,2016,27,7,3,0
7/2/2016,2016,27,7,2,0
7/2/2016,2016,27,7,1,0
7/2/2016,2016,27,7,0,0
7/2/2016,2016,27,7,0,0
7/2/2016,2016,27,7,0,0
7/1/2016,2016,27,7,2,0
7/1/2016,2016,27,7,3,0
7/1/2016,2016,27,7,4,0
7/1/2016,2016,27,7,6,0
7/1/2016,2016,27,7,7,0
7/1/2016,2016,27,7,6,0
7/1/2016,2016,27,7,4,0
7/1/2016,2016,27,7,2,0
7/1/2016,2016,27,7,0,0
7/1/2016,2016,27,7,0,0
7/1/2016,2016,27,7,0,0
6/30/2016,2016,27,6,2,0
6/30/2016,2016,27,6,4,0
6/30/2016,2016,27,6,5,0
6/30/2016,2016,27,6,4,0
6/30/2016,2016,27,6,6,0
6/30/2016,2016,27,6,6,0
6/30/2016,2016,27,6,3,0
6/30/2016,2016,27,6,1,0
6/30/2016,2016,27,6,0,0
6/30/2016,2016,27,6,0,0
6/30/2016,2016,27,6,0,0
6/29/2016,2016,27,6,3,0
6/29/2016,2016,27,6,4,0
6/29/2016,2016,27,6,6,0
6/29/2016,2016,27,6,7,0
6/29/2016,2016,27,6,7,0
6/29/2016,2016,27,6,6,0
6/29/2016,2016,27,6,4,0
6/29/2016,2016,27,6,2,0
6/29/2016,2016,27,6,1,0
6/29/2016,2016,27,6,0,0
6/29/2016,2016,27,6,0,0
6/28/2016,2016,27,6,3,0
6/28/2016,2016,27,6,5,0
6/28/2016,2016,27,6,6,0
6/28/2016,2016,27,6,7,0
6/28/2016,2016,27,6,7,0
6/28/2016,2016,27,6,6,0
6/28/2016,2016,27,6,4,0
6/28/2016,2016,27,6,2,0
6/28/2016,2016,27,6,0,0
6/28/2016,2016,27,6,0,0
6/28/2016,2016,27,6,0,0
6/27/2016,2016,27,6,1,0
6/27/2016,2016,27,6,2,0
6/27/2016,2016,27,6,4,0
6/27/2016,2016,27,6,5,0
6/27/2016,2016,27,6,5,0
6/27/2016,2016,27,6,5,0
6/27/2016,2016,27,6,2,0
6/27/2016,2016,27,6,1,0
6/27/2016,2016,27,6,0,0
6/27/2016,2016,27,6,0,0
6/27/2016,2016,27,6,0,0
6/26/2016,2016,27,6,2,0
6/26/2016,2016,27,6,2,0
6/26/2016,2016,27,6,0,0
6/26/2016,2016,27,6,1,0
6/26/2016,2016,27,6,3,0
6/26/2016,2016,27,6,6,0
6/26/2016,2016,27,6,4,0
6/26/2016,2016,27,6,2,0
6/26/2016,2016,27,6,1,0
6/26/2016,2016,27,6,0,0
6/26/2016,2016,27,6,0,0
7/9/2016,2016,28,7,3,0
7/9/2016,2016,28,7,5,0
7/9/2016,2016,28,7,6,0
7/9/2016,2016,28,7,6,0
7/9/2016,2016,28,7,6,0
7/9/2016,2016,28,7,5,0
7/9/2016,2016,28,7,4,0
7/9/2016,2016,28,7,2,0
7/9/2016,2016,28,7,1,0
7/9/2016,2016,28,7,0,0
7/9/2016,2016,28,7,0,0
7/8/2016,2016,28,7,3,0
7/8/2016,2016,28,7,5,0
7/8/2016,2016,28,7,7,0
7/8/2016,2016,28,7,8,0
7/8/2016,2016,28,7,4,0
7/8/2016,2016,28,7,4,0
7/8/2016,2016,28,7,1,0
7/8/2016,2016,28,7,2,0
7/8/2016,2016,28,7,1,0
7/8/2016,2016,28,7,0,0
7/8/2016,2016,28,7,0,0
7/7/2016,2016,28,7,3,0
7/7/2016,2016,28,7,5,0
7/7/2016,2016,28,7,7,0
7/7/2016,2016,28,7,8,0
7/7/2016,2016,28,7,8,0
7/7/2016,2016,28,7,6,0
7/7/2016,2016,28,7,3,0
7/7/2016,2016,28,7,2,0
7/7/2016,2016,28,7,1,0
7/7/2016,2016,28,7,0,0
7/7/2016,2016,28,7,0,0
7/6/2016,2016,28,7,2,0
7/6/2016,2016,28,7,4,0
7/6/2016,2016,28,7,7,0
7/6/2016,2016,28,7,7,0
7/6/2016,2016,28,7,8,0
7/6/2016,2016,28,7,4,0
7/6/2016,2016,28,7,2,0
7/6/2016,2016,28,7,1,0
7/6/2016,2016,28,7,0,0
7/6/2016,2016,28,7,0,0
7/6/2016,2016,28,7,0,0
7/5/2016,2016,28,7,3,0
7/5/2016,2016,28,7,4,0
7/5/2016,2016,28,7,6,0
7/5/2016,2016,28,7,5,0
7/5/2016,2016,28,7,4,0
7/5/2016,2016,28,7,5,0
7/5/2016,2016,28,7,4,0
7/5/2016,2016,28,7,2,0
7/5/2016,2016,28,7,1,0
7/5/2016,2016,28,7,0,0
7/5/2016,2016,28,7,0,0
7/4/2016,2016,28,7,2,0
7/4/2016,2016,28,7,4,0
7/4/2016,2016,28,7,4,0
7/4/2016,2016,28,7,5,0
7/4/2016,2016,28,7,6,0
7/4/2016,2016,28,7,6,0
7/4/2016,2016,28,7,4,0
7/4/2016,2016,28,7,2,0
7/4/2016,2016,28,7,1,0
7/4/2016,2016,28,7,0,0
7/4/2016,2016,28,7,0,0
7/3/2016,2016,28,7,3,0
7/3/2016,2016,28,7,4,0
7/3/2016,2016,28,7,5,0
7/3/2016,2016,28,7,5,0
7/3/2016,2016,28,7,5,0
7/3/2016,2016,28,7,6,0
7/3/2016,2016,28,7,4,0
7/3/2016,2016,28,7,2,0
7/3/2016,2016,28,7,0,0
7/3/2016,2016,28,7,0,0
7/3/2016,2016,28,7,0,0
7/16/2016,2016,29,7,2,0
7/16/2016,2016,29,7,4,0
7/16/2016,2016,29,7,4,0
7/16/2016,2016,29,7,6,0
7/16/2016,2016,29,7,6,0
7/16/2016,2016,29,7,7,0
7/16/2016,2016,29,7,5,0
7/16/2016,2016,29,7,2,0
7/16/2016,2016,29,7,0,0
7/16/2016,2016,29,7,0,0
7/16/2016,2016,29,7,0,0
7/15/2016,2016,29,7,1,0
7/15/2016,2016,29,7,3,0
7/15/2016,2016,29,7,2,0
7/15/2016,2016,29,7,1,0
7/15/2016,2016,29,7,3,0
7/15/2016,2016,29,7,3,0
7/15/2016,2016,29,7,3,0
7/15/2016,2016,29,7,2,0
7/15/2016,2016,29,7,1,0
7/15/2016,2016,29,7,0,0
7/15/2016,2016,29,7,0,0
7/14/2016,2016,29,7,1,0
7/14/2016,2016,29,7,3,0
7/14/2016,2016,29,7,3,0
7/14/2016,2016,29,7,1,0
7/14/2016,2016,29,7,3,0
7/14/2016,2016,29,7,2,0
7/14/2016,2016,29,7,0,0
7/14/2016,2016,29,7,0,0
7/14/2016,2016,29,7,0,0
7/13/2016,2016,29,7,1,0
7/13/2016,2016,29,7,2,0
7/13/2016,2016,29,7,1,0
7/13/2016,2016,29,7,2,0
7/13/2016,2016,29,7,1,0
7/13/2016,2016,29,7,1,0
7/13/2016,2016,29,7,3,0
7/13/2016,2016,29,7,1,0
7/13/2016,2016,29,7,1,0
7/13/2016,2016,29,7,0,0
7/13/2016,2016,29,7,0,0
7/12/2016,2016,29,7,3,0
7/12/2016,2016,29,7,5,0
7/12/2016,2016,29,7,5,0
7/12/2016,2016,29,7,7,0
7/12/2016,2016,29,7,-1,0
7/12/2016,2016,29,7,4,0
7/12/2016,2016,29,7,4,0
7/12/2016,2016,29,7,2,0
7/12/2016,2016,29,7,1,0
7/12/2016,2016,29,7,0,0
7/12/2016,2016,29,7,0,0
7/11/2016,2016,29,7,3,0
7/11/2016,2016,29,7,3,0
7/11/2016,2016,29,7,4,0
7/11/2016,2016,29,7,1,0
7/11/2016,2016,29,7,1,0
7/11/2016,2016,29,7,3,0
7/11/2016,2016,29,7,2,0
7/11/2016,2016,29,7,1,0
7/11/2016,2016,29,7,0,0
7/11/2016,2016,29,7,0,0
7/11/2016,2016,29,7,0,0
7/10/2016,2016,29,7,1,0
7/10/2016,2016,29,7,4,0
7/10/2016,2016,29,7,6,0
7/10/2016,2016,29,7,7,0
7/10/2016,2016,29,7,7,0
7/10/2016,2016,29,7,5,0
7/10/2016,2016,29,7,4,0
7/10/2016,2016,29,7,2,0
7/10/2016,2016,29,7,1,0
7/10/2016,2016,29,7,0,0
7/10/2016,2016,29,7,0,0
7/23/2016,2016,30,7,0,0
7/23/2016,2016,30,7,2,0
7/23/2016,2016,30,7,6,0
7/23/2016,2016,30,7,7,0
7/23/2016,2016,30,7,7,0
7/23/2016,2016,30,7,7,0
7/23/2016,2016,30,7,2,0
7/23/2016,2016,30,7,1,0
7/23/2016,2016,30,7,0,0
7/23/2016,2016,30,7,0,0
7/23/2016,2016,30,7,0,0
7/22/2016,2016,30,7,1,0
7/22/2016,2016,30,7,1,0
7/22/2016,2016,30,7,1,0
7/22/2016,2016,30,7,0,0
7/22/2016,2016,30,7,1,0
7/22/2016,2016,30,7,2,0
7/22/2016,2016,30,7,0,0
7/22/2016,2016,30,7,2,0
7/22/2016,2016,30,7,1,0
7/22/2016,2016,30,7,0,0
7/22/2016,2016,30,7,0,0
7/21/2016,2016,30,7,2,0
7/21/2016,2016,30,7,5,0
7/21/2016,2016,30,7,6,0
7/21/2016,2016,30,7,7,0
7/21/2016,2016,30,7,6,0
7/21/2016,2016,30,7,6,0
7/21/2016,2016,30,7,4,0
7/21/2016,2016,30,7,2,0
7/21/2016,2016,30,7,0,0
7/21/2016,2016,30,7,0,0
7/21/2016,2016,30,7,0,0
7/20/2016,2016,30,7,1,0
7/20/2016,2016,30,7,2,0
7/20/2016,2016,30,7,3,0
7/20/2016,2016,30,7,3,0
7/20/2016,2016,30,7,4,0
7/20/2016,2016,30,7,5,0
7/20/2016,2016,30,7,3,0
7/20/2016,2016,30,7,1,0
7/20/2016,2016,30,7,0,0
7/20/2016,2016,30,7,0,0
7/20/2016,2016,30,7,0,0
7/19/2016,2016,30,7,2,0
7/19/2016,2016,30,7,2,0
7/19/2016,2016,30,7,5,0
7/19/2016,2016,30,7,5,0
7/19/2016,2016,30,7,3,0
7/19/2016,2016,30,7,4,0
7/19/2016,2016,30,7,4,0
7/19/2016,2016,30,7,2,0
7/19/2016,2016,30,7,0,0
7/19/2016,2016,30,7,0,0
7/19/2016,2016,30,7,0,0
7/18/2016,2016,30,7,0,0
7/18/2016,2016,30,7,0,0
7/18/2016,2016,30,7,1,0
7/18/2016,2016,30,7,2,0
7/18/2016,2016,30,7,5,0
7/18/2016,2016,30,7,6,0
7/18/2016,2016,30,7,3,0
7/18/2016,2016,30,7,2,0
7/18/2016,2016,30,7,1,0
7/18/2016,2016,30,7,0,0
7/18/2016,2016,30,7,0,0
7/17/2016,2016,30,7,3,0
7/17/2016,2016,30,7,2,0
7/17/2016,2016,30,7,1,0
7/17/2016,2016,30,7,5,0
7/17/2016,2016,30,7,8,0
7/17/2016,2016,30,7,6,0
7/17/2016,2016,30,7,4,0
7/17/2016,2016,30,7,2,0
7/17/2016,2016,30,7,0,0
7/17/2016,2016,30,7,0,0
7/17/2016,2016,30,7,0,0
7/30/2016,2016,31,7,4,0
7/30/2016,2016,31,7,3,0
7/30/2016,2016,31,7,4,0
7/30/2016,2016,31,7,3,0
7/30/2016,2016,31,7,3,0
7/30/2016,2016,31,7,2,0
7/30/2016,2016,31,7,0,0
7/30/2016,2016,31,7,0,0
7/30/2016,2016,31,7,0,0
7/29/2016,2016,31,7,3,0
7/29/2016,2016,31,7,5,0
7/29/2016,2016,31,7,6,0
7/29/2016,2016,31,7,8,0
7/29/2016,2016,31,7,8,0
7/29/2016,2016,31,7,6,0
7/29/2016,2016,31,7,4,0
7/29/2016,2016,31,7,2,0
7/29/2016,2016,31,7,1,0
7/29/2016,2016,31,7,0,0
7/29/2016,2016,31,7,0,0
7/28/2016,2016,31,7,3,0
7/28/2016,2016,31,7,5,0
7/28/2016,2016,31,7,4,0
7/28/2016,2016,31,7,6,0
7/28/2016,2016,31,7,6,0
7/28/2016,2016,31,7,5,0
7/28/2016,2016,31,7,4,0
7/28/2016,2016,31,7,2,0
7/28/2016,2016,31,7,1,0
7/28/2016,2016,31,7,0,0
7/28/2016,2016,31,7,0,0
7/27/2016,2016,31,7,3,0
7/27/2016,2016,31,7,5,0
7/27/2016,2016,31,7,6,0
7/27/2016,2016,31,7,8,0
7/27/2016,2016,31,7,7,0
7/27/2016,2016,31,7,6,0
7/27/2016,2016,31,7,4,0
7/27/2016,2016,31,7,1,0
7/27/2016,2016,31,7,0,0
7/27/2016,2016,31,7,0,0
7/27/2016,2016,31,7,0,0
7/26/2016,2016,31,7,1,0
7/26/2016,2016,31,7,1,0
7/26/2016,2016,31,7,1,0
7/26/2016,2016,31,7,2,0
7/26/2016,2016,31,7,3,0
7/26/2016,2016,31,7,2,0
7/26/2016,2016,31,7,1,0
7/26/2016,2016,31,7,1,0
7/26/2016,2016,31,7,0,0
7/26/2016,2016,31,7,0,0
7/26/2016,2016,31,7,0,0
7/25/2016,2016,31,7,1,0
7/25/2016,2016,31,7,2,0
7/25/2016,2016,31,7,3,0
7/25/2016,2016,31,7,2,0
7/25/2016,2016,31,7,2,0
7/25/2016,2016,31,7,3,0
7/25/2016,2016,31,7,4,0
7/25/2016,2016,31,7,2,0
7/25/2016,2016,31,7,0,0
7/25/2016,2016,31,7,0,0
7/25/2016,2016,31,7,0,0
7/24/2016,2016,31,7,2,0
7/24/2016,2016,31,7,5,0
7/24/2016,2016,31,7,1,0
7/24/2016,2016,31,7,7,0
7/24/2016,2016,31,7,7,0
7/24/2016,2016,31,7,6,0
7/24/2016,2016,31,7,4,0
7/24/2016,2016,31,7,2,0
7/24/2016,2016,31,7,1,0
7/24/2016,2016,31,7,0,0
7/24/2016,2016,31,7,0,0
8/6/2016,2016,32,8,0,0
8/6/2016,2016,32,8,1,0
8/6/2016,2016,32,8,3,0
8/6/2016,2016,32,8,7,0
8/6/2016,2016,32,8,7,0
8/6/2016,2016,32,8,5,0
8/6/2016,2016,32,8,3,0
8/6/2016,2016,32,8,1,0
8/6/2016,2016,32,8,0,0
8/6/2016,2016,32,8,0,0
8/6/2016,2016,32,8,0,0
8/5/2016,2016,32,8,2,0
8/5/2016,2016,32,8,5,0
8/5/2016,2016,32,8,6,0
8/5/2016,2016,32,8,7,0
8/5/2016,2016,32,8,6,0
8/5/2016,2016,32,8,5,0
8/5/2016,2016,32,8,4,0
8/5/2016,2016,32,8,2,0
8/5/2016,2016,32,8,0,0
8/5/2016,2016,32,8,0,0
8/5/2016,2016,32,8,0,0
8/4/2016,2016,32,8,3,0
8/4/2016,2016,32,8,6,0
8/4/2016,2016,32,8,7,0
8/4/2016,2016,32,8,7,0
8/4/2016,2016,32,8,8,0
8/4/2016,2016,32,8,7,0
8/4/2016,2016,32,8,4,0
8/4/2016,2016,32,8,2,0
8/4/2016,2016,32,8,0,0
8/4/2016,2016,32,8,0,0
8/4/2016,2016,32,8,0,0
8/3/2016,2016,32,8,3,0
8/3/2016,2016,32,8,4,0
8/3/2016,2016,32,8,5,0
8/3/2016,2016,32,8,5,0
8/3/2016,2016,32,8,5,0
8/3/2016,2016,32,8,2,0
8/3/2016,2016,32,8,1,0
8/3/2016,2016,32,8,1,0
8/3/2016,2016,32,8,0,0
8/3/2016,2016,32,8,0,0
8/3/2016,2016,32,8,0,0
8/2/2016,2016,32,8,3,0
8/2/2016,2016,32,8,5,0
8/2/2016,2016,32,8,6,0
8/2/2016,2016,32,8,8,0
8/2/2016,2016,32,8,7,0
8/2/2016,2016,32,8,6,0
8/2/2016,2016,32,8,4,0
8/2/2016,2016,32,8,2,0
8/2/2016,2016,32,8,1,0
8/2/2016,2016,32,8,0,0
8/2/2016,2016,32,8,0,0
8/1/2016,2016,32,8,2,0
8/1/2016,2016,32,8,2,0
8/1/2016,2016,32,8,7,0
8/1/2016,2016,32,8,6,0
8/1/2016,2016,32,8,5,0
8/1/2016,2016,32,8,2,0
8/1/2016,2016,32,8,1,0
8/1/2016,2016,32,8,2,0
8/1/2016,2016,32,8,1,0
8/1/2016,2016,32,8,0,0
8/1/2016,2016,32,8,0,0
7/31/2016,2016,32,7,0,0
7/31/2016,2016,32,7,0,0
7/31/2016,2016,32,7,5,0
7/31/2016,2016,32,7,7,0
7/31/2016,2016,32,7,7,0
7/31/2016,2016,32,7,7,0
7/31/2016,2016,32,7,4,0
7/31/2016,2016,32,7,2,0
7/31/2016,2016,32,7,0,0
7/31/2016,2016,32,7,0,0
7/31/2016,2016,32,7,0,0
8/13/2016,2016,33,8,3,0
8/13/2016,2016,33,8,4,0
8/13/2016,2016,33,8,2,0
8/13/2016,2016,33,8,4,0
8/13/2016,2016,33,8,8,0
8/13/2016,2016,33,8,4,0
8/13/2016,2016,33,8,5,0
8/13/2016,2016,33,8,2,0
8/13/2016,2016,33,8,1,0
8/13/2016,2016,33,8,0,0
8/13/2016,2016,33,8,0,0
8/12/2016,2016,33,8,2,0
8/12/2016,2016,33,8,4,0
8/12/2016,2016,33,8,3,0
8/12/2016,2016,33,8,4,0
8/12/2016,2016,33,8,7,0
8/12/2016,2016,33,8,5,0
8/12/2016,2016,33,8,3,0
8/12/2016,2016,33,8,2,0
8/12/2016,2016,33,8,1,0
8/12/2016,2016,33,8,0,0
8/12/2016,2016,33,8,0,0
8/11/2016,2016,33,8,2,0
8/11/2016,2016,33,8,4,0
8/11/2016,2016,33,8,4,0
8/11/2016,2016,33,8,2,0
8/11/2016,2016,33,8,6,0
8/11/2016,2016,33,8,3,0
8/11/2016,2016,33,8,2,0
8/11/2016,2016,33,8,1,0
8/11/2016,2016,33,8,1,0
8/11/2016,2016,33,8,0,0
8/11/2016,2016,33,8,0,0
8/10/2016,2016,33,8,3,0
8/10/2016,2016,33,8,5,0
8/10/2016,2016,33,8,6,0
8/10/2016,2016,33,8,7,0
8/10/2016,2016,33,8,8,0
8/10/2016,2016,33,8,6,0
8/10/2016,2016,33,8,5,0
8/10/2016,2016,33,8,2,0
8/10/2016,2016,33,8,0,0
8/10/2016,2016,33,8,0,0
8/10/2016,2016,33,8,0,0
8/9/2016,2016,33,8,3,0
8/9/2016,2016,33,8,5,0
8/9/2016,2016,33,8,6,0
8/9/2016,2016,33,8,8,0
8/9/2016,2016,33,8,7,0
8/9/2016,2016,33,8,3,0
8/9/2016,2016,33,8,3,0
8/9/2016,2016,33,8,1,0
8/9/2016,2016,33,8,0,0
8/9/2016,2016,33,8,0,0
8/9/2016,2016,33,8,0,0
8/8/2016,2016,33,8,2,0
8/8/2016,2016,33,8,3,0
8/8/2016,2016,33,8,5,0
8/8/2016,2016,33,8,6,0
8/8/2016,2016,33,8,6,0
8/8/2016,2016,33,8,4,0
8/8/2016,2016,33,8,2,0
8/8/2016,2016,33,8,1,0
8/8/2016,2016,33,8,0,0
8/8/2016,2016,33,8,0,0
8/8/2016,2016,33,8,0,0
8/7/2016,2016,33,8,1,0
8/7/2016,2016,33,8,1,0
8/7/2016,2016,33,8,4,0
8/7/2016,2016,33,8,8,0
8/7/2016,2016,33,8,6,0
8/7/2016,2016,33,8,5,0
8/7/2016,2016,33,8,4,0
8/7/2016,2016,33,8,2,0
8/7/2016,2016,33,8,0,0
8/7/2016,2016,33,8,0,0
8/7/2016,2016,33,8,0,0
8/20/2016,2016,34,8,5,0
8/20/2016,2016,34,8,6,0
8/20/2016,2016,34,8,8,0
8/20/2016,2016,34,8,8,0
8/20/2016,2016,34,8,7,0
8/20/2016,2016,34,8,5,0
8/20/2016,2016,34,8,3,0
8/20/2016,2016,34,8,1,0
8/20/2016,2016,34,8,0,0
8/20/2016,2016,34,8,0,0
8/19/2016,2016,34,8,2,0
8/19/2016,2016,34,8,4,0
8/19/2016,2016,34,8,7,0
8/19/2016,2016,34,8,8,0
8/19/2016,2016,34,8,6,0
8/19/2016,2016,34,8,6,0
8/19/2016,2016,34,8,4,0
8/19/2016,2016,34,8,1,0
8/19/2016,2016,34,8,0,0
8/19/2016,2016,34,8,0,0
8/19/2016,2016,34,8,0,0
8/18/2016,2016,34,8,3,0
8/18/2016,2016,34,8,5,0
8/18/2016,2016,34,8,7,0
8/18/2016,2016,34,8,8,0
8/18/2016,2016,34,8,7,0
8/18/2016,2016,34,8,7,0
8/18/2016,2016,34,8,4,0
8/18/2016,2016,34,8,2,0
8/18/2016,2016,34,8,1,0
8/18/2016,2016,34,8,0,0
8/18/2016,2016,34,8,0,0
8/17/2016,2016,34,8,2,0
8/17/2016,2016,34,8,1,0
8/17/2016,2016,34,8,4,0
8/17/2016,2016,34,8,8,0
8/17/2016,2016,34,8,7,0
8/17/2016,2016,34,8,5,0
8/17/2016,2016,34,8,4,0
8/17/2016,2016,34,8,2,0
8/17/2016,2016,34,8,1,0
8/17/2016,2016,34,8,0,0
8/17/2016,2016,34,8,0,0
8/16/2016,2016,34,8,3,0
8/16/2016,2016,34,8,4,0
8/16/2016,2016,34,8,6,0
8/16/2016,2016,34,8,7,0
8/16/2016,2016,34,8,7,0
8/16/2016,2016,34,8,6,0
8/16/2016,2016,34,8,4,0
8/16/2016,2016,34,8,2,0
8/16/2016,2016,34,8,1,0
8/16/2016,2016,34,8,0,0
8/16/2016,2016,34,8,0,0
8/15/2016,2016,34,8,3,0
8/15/2016,2016,34,8,5,0
8/15/2016,2016,34,8,6,0
8/15/2016,2016,34,8,8,0
8/15/2016,2016,34,8,8,0
